blogger_id,age,is_teen,gender,job,n_posts,avg_word_len,first_person_rate,school_token_rate,birthday_token_rate,exclaim_rate,slang_emoji_rate,keyword_teen_flag,pct_active_school_hours,pct_active_evening,pct_active_late_night,weekend_weekday_session_ratio,sessions_per_day,avg_session_minutes,friend_count,account_age_days,share_short_video_views,share_news_views,night_notification_open_rate,label_teen
B4008161,17,True,female,indUnk,3,4.066402845499729,0.10699832756224531,0.0039690952347301725,0.0,0.0022222222222222222,0.001851851851851852,1,0.2062,0.2097,0.1956,1.196,7.69,14.5,291,408,0.5789,0.2079,0.4113,1
B4009444,23,False,male,Student,3,4.0733305283404455,0.0377419111407527,0.0,0.0,0.0012345679012345679,0.0026246719160104987,0,0.5286,0.3664,0.01,1.563,7.16,4.0,56,1033,0.0877,0.2696,0.1516,0
B4009472,17,True,male,Student,3,4.6590460354020555,0.04446221309921142,0.0,0.0,0.00037037037037037035,0.0,0,0.4523,0.1022,0.01,1.357,2.15,16.9,187,999,0.4364,0.038,0.1226,1
B4010592,16,True,female,indUnk,3,3.651285899567712,0.07967188872249716,0.001949317738791423,0.0,0.0014814814814814814,0.009329507425368899,1,0.1524,0.2592,0.1172,1.321,5.8,34.0,313,314,0.2473,0.0927,0.2949,1
B4011008,13,True,female,indUnk,3,3.6135261229998075,0.0680161943319838,0.0019047619047619048,0.0,0.021851851851851855,0.022186234817813764,1,0.155,0.3876,0.209,1.442,5.52,35.0,360,429,0.3028,0.01,0.1209,1
B4012452,25,False,female,indUnk,3,4.236564667611933,0.10346342635499262,0.0,0.0,0.0015621711020899114,0.0,0,0.3866,0.4519,0.1438,1.456,5.58,20.6,138,2455,0.4348,0.1201,0.1375,0
B4012646,23,False,female,indUnk,3,3.649774108908147,0.09030331306934718,0.0,0.0,0.007407407407407408,0.0,0,0.3323,0.3415,0.1008,1.268,4.41,7.5,209,2330,0.505,0.1577,0.0164,0
B4013982,17,True,male,indUnk,3,3.5584430249064396,0.09593388394201402,0.0,0.0,0.004542873367404884,0.0,0,0.272,0.4006,0.3048,1.821,5.52,38.4,169,75,0.4885,0.01,0.2975,1
B4014228,33,False,male,Communications-Media,3,4.557670328111564,0.012646612941833559,0.0,0.0,0.0,0.0,0,0.313,0.3877,0.0382,1.309,5.03,20.0,218,74,0.2196,0.3334,0.1967,0
B4015125,34,False,female,indUnk,3,3.947852464517562,0.023427824411724234,0.0,0.0,0.0025925925925925925,0.001937984496124031,0,0.4056,0.3863,0.1593,0.971,4.6,7.1,459,4126,0.3125,0.248,0.1583,0
B4015803,40,False,male,BusinessServices,3,4.486952060285393,0.029834856501523167,0.0021645021645021645,0.0,0.0019144496609285343,0.0,1,0.3077,0.283,0.0239,1.382,2.09,17.0,520,4090,0.3419,0.2203,0.1479,0
B4016204,17,True,male,Student,3,4.105586580996417,0.10836636041554075,0.0,0.0,0.0,0.00546448087431694,0,0.5002,0.3461,0.1358,0.997,6.98,20.3,60,3560,0.119,0.0899,0.2463,1
B4017053,15,True,female,indUnk,3,4.062843257696199,0.09286023991906345,0.001893939393939394,0.0,0.006166995397764628,0.001893939393939394,1,0.072,0.3084,0.131,1.484,5.21,24.3,512,329,0.7005,0.2023,0.3342,1
B4017357,15,True,female,indUnk,3,3.6331437640691,0.09763967928775578,0.0,0.0017452006980802793,0.0,0.015144927536231883,1,0.2241,0.2968,0.1346,0.981,5.84,17.2,116,1125,0.506,0.01,0.0637,1
B4017445,14,True,male,Student,3,4.037155492379373,0.08137882018479033,0.0,0.0,0.00846974775849711,0.0,0,0.1159,0.4387,0.0734,2.017,7.36,26.0,58,49,0.2236,0.0865,0.3346,1
B4018365,16,True,male,Student,3,4.054945054945055,0.09706959706959706,0.0,0.0,0.0025252525252525255,0.0,0,0.226,0.4959,0.1596,1.248,2.06,27.5,686,257,0.6137,0.1457,0.3964,1
B4019104,13,True,male,Student,1,3.7567567567567566,0.10270270270270271,0.005405405405405406,0.0,0.0,0.0,1,0.2159,0.3635,0.2161,1.23,7.08,22.2,142,1144,0.8802,0.0644,0.01,1
B4019138,17,True,male,Student,3,4.063447815835195,0.07638526929759247,0.0,0.0020833333333333333,0.007407407407407408,0.04185126582278481,1,0.4162,0.2722,0.01,0.665,4.54,4.5,202,1828,0.519,0.3211,0.1541,1
B4019235,17,True,male,Student,3,4.092423715048149,0.07860540665970529,0.0,0.0,0.0014814814814814814,0.0,0,0.1991,0.5113,0.2134,1.529,5.57,35.3,364,1359,0.4868,0.2513,0.2222,1
B4019335,13,True,male,indUnk,3,3.8855010048808496,0.07236577662934252,0.016666666666666666,0.0,0.0016181229773462782,0.0,1,0.2053,0.3667,0.1103,1.228,9.11,24.5,382,684,0.7255,0.1427,0.2369,1
B4019464,13,True,male,Science,3,4.513708513708514,0.0,0.0,0.0,0.0,0.0,0,0.1071,0.3938,0.0916,1.131,9.81,20.4,758,253,0.541,0.0381,0.3029,1
B4019544,26,False,male,Engineering,3,4.035760971055089,0.09025832555244319,0.0,0.0,0.0,0.00392156862745098,0,0.4657,0.1148,0.0791,0.687,8.92,13.5,177,3765,0.6336,0.1929,0.01,0
B4019550,13,True,male,indUnk,3,4.329573934837093,0.07000343997248022,0.0043859649122807015,0.0,0.013543450953522898,0.0,1,0.119,0.3614,0.2245,1.467,5.45,21.7,580,960,0.7888,0.0406,0.4137,1
B4020412,13,True,female,indUnk,3,3.551732894760111,0.13445735405945497,0.0,0.0,0.02443105407537692,0.009908925318761384,0,0.282,0.3652,0.1213,0.726,8.63,23.7,699,672,0.5528,0.015,0.3469,1
B4021202,25,False,female,Banking,3,3.7312503110845654,0.09099353376917634,0.0,0.0018416206261510127,0.0014814814814814814,0.0018416206261510127,1,0.4423,0.373,0.1101,1.132,5.48,20.8,307,3185,0.3784,0.2371,0.1885,0
B4022720,25,False,female,Accounting,3,3.979088219762859,0.08422981802885716,0.0,0.0020964360587002098,0.004387114387114387,0.0,1,0.01,0.4203,0.242,0.803,4.99,50.6,770,911,0.6932,0.275,0.171,0
B4022790,14,True,female,Student,3,3.998014953729239,0.09033768462339892,0.0,0.0,0.008118029383708012,0.010234111662683091,0,0.1434,0.6668,0.17,1.235,8.34,22.9,735,1238,0.5976,0.01,0.1842,1
B4024933,17,True,female,Student,3,3.9684731585518107,0.08334207240948814,0.003745318352059925,0.0,0.0,0.0,1,0.2035,0.5083,0.0475,1.172,6.62,26.0,95,1389,0.3188,0.1385,0.4016,1
B4025790,14,True,female,indUnk,3,3.9055897652821687,0.07906034653179388,0.0,0.0,0.010578928443006112,0.027261223463244184,0,0.303,0.4412,0.0312,1.847,9.77,14.4,599,1121,0.4677,0.1957,0.1749,1
B4026439,17,True,male,indUnk,3,4.343665792248391,0.007789818939343572,0.0,0.0,0.0014814814814814818,0.0,0,0.2651,0.2815,0.1539,1.582,6.41,8.2,535,397,0.7994,0.3257,0.2035,1
B4027311,39,False,male,Technology,3,3.9001653259623787,0.08509130507541218,0.0,0.0,0.001851851851851852,0.0,0,0.5565,0.414,0.0099,0.765,3.21,12.8,553,2045,0.2413,0.3569,0.1622,0
B4027804,16,True,male,Education,3,3.902581522649461,0.09956807121688228,0.005748628168278025,0.0,0.006568144499178982,0.0,1,0.0287,0.1238,0.1845,1.706,6.97,20.1,305,311,0.7067,0.1843,0.3149,1
B4027856,16,True,female,Student,3,3.914432029795158,0.10851955307262569,0.0,0.0,0.0,0.00186219739292365,0,0.1143,0.3501,0.3191,1.333,0.91,18.6,394,1201,0.4977,0.0118,0.332,1
B4028299,17,True,female,Student,3,4.162612617465088,0.016056404787297075,0.0,0.0,0.0048484848484848485,0.005961678642091013,0,0.1664,0.3426,0.1368,1.47,7.32,35.3,585,428,0.5581,0.3601,0.2751,1
B4028373,17,True,female,indUnk,3,3.8931372549019607,0.06102292768959435,0.0,0.0,0.0007407407407407407,0.0,0,0.1847,0.5107,0.2043,1.631,4.4,28.9,380,881,0.54,0.1074,0.1656,1
B4028493,23,False,female,indUnk,2,3.864312039312039,0.08571867321867321,0.0,0.0,0.0,0.002702702702702703,0,0.3438,0.0947,0.1511,1.068,3.87,23.9,498,3702,0.105,0.2859,0.0638,0
B4028670,16,True,female,indUnk,3,3.93923343605547,0.06260914227015922,0.0,0.001893939393939394,0.003229126890574934,0.011331535695942474,1,0.21,0.2774,0.3041,1.755,5.53,21.4,91,864,0.5957,0.0168,0.36,1
B4029104,14,True,male,indUnk,2,4.068207282913165,0.07111344537815126,0.0029411764705882353,0.0,0.002777777777777778,0.002976190476190476,1,0.2508,0.3893,0.0444,1.418,6.31,10.7,728,812,0.8015,0.2316,0.3843,1
B4030073,14,True,male,indUnk,3,4.326838275225373,0.0447702834799609,0.018844357554034973,0.0,0.0025925925925925925,0.0,1,0.2109,0.4244,0.053,1.352,6.57,32.4,71,539,0.2153,0.1747,0.4698,1
B4030266,17,True,male,indUnk,3,4.48025114938585,0.010035682426404995,0.0,0.0,0.0016380016380016379,0.049469910107733474,0,0.0974,0.4017,0.128,1.517,4.82,9.4,357,1262,0.5892,0.1501,0.3919,1
B4031371,16,True,female,Student,2,3.95459927140255,0.054872495446265934,0.0,0.0,0.0020707070707070706,0.0,0,0.1644,0.6288,0.1881,1.542,8.66,2.0,325,1254,0.6657,0.1476,0.2748,1
B4032287,27,False,female,indUnk,3,4.0852272727272725,0.04305555555555555,0.0,0.005934343434343434,0.0014814814814814814,0.0,1,0.4651,0.4695,0.0488,0.849,3.1,8.9,355,2063,0.2478,0.3849,0.0854,0
B4032789,17,True,male,Student,3,3.7466666666666666,0.06194444444444444,0.0,0.0,0.0026893727898753025,0.0,0,0.0248,0.3432,0.2205,1.428,10.23,14.0,756,235,0.5064,0.0933,0.1549,1
B4032875,23,False,female,Tourism,3,3.857639434201296,0.08412643569850593,0.0,0.0,0.0,0.0,0,0.4365,0.4444,0.0992,1.128,5.75,20.3,272,79,0.225,0.3595,0.1163,0
B4032894,42,False,female,Science,3,4.502405002405002,0.015873015873015872,0.0,0.0,0.0,0.0,0,0.2773,0.3372,0.01,1.494,4.69,14.6,212,3994,0.3344,0.1922,0.2569,0
B4033858,15,True,male,indUnk,3,3.875431099115309,0.11414754835807467,0.0,0.0,0.0013175230566534913,0.0,0,0.2107,0.521,0.25,1.078,8.4,14.3,336,985,0.5452,0.0346,0.1644,1
B4033887,35,False,male,Communications-Media,3,3.9493406593406593,0.06256410256410257,0.0,0.0,0.0030877192982456136,0.0,0,0.4828,0.235,0.1505,1.312,7.32,23.3,535,822,0.3748,0.1876,0.1208,0
B4034048,25,False,female,indUnk,3,3.8895330215674613,0.08860974518705746,0.003875968992248062,0.0,0.00047551117451260106,0.0,1,0.0821,0.495,0.1105,1.159,6.98,20.7,661,170,0.4846,0.0217,0.1274,0
B4034340,25,False,female,indUnk,3,4.46448209822443,0.00408997955010225,0.0,0.0,0.012659897449176921,0.0,0,0.2677,0.3505,0.1839,1.172,7.88,16.7,164,4382,0.4186,0.1682,0.1538,0
B4034739,35,False,female,indUnk,3,4.036224423180944,0.045939977244325074,0.0,0.0038095238095238095,0.0055730247115769556,0.0,1,0.3806,0.3819,0.0106,1.608,5.73,10.6,89,3150,0.4593,0.3243,0.0595,0
B4035274,17,True,female,Student,2,3.937512176115332,0.08518410286382233,0.0,0.0,0.003888888888888889,0.0,0,0.278,0.2748,0.01,1.066,2.94,14.2,179,2592,0.2533,0.2451,0.2238,1
B4035553,17,True,female,Student,3,3.9725439725439724,0.07026669526669527,0.0,0.003968253968253968,0.0010492569963038393,0.0036036036036036037,1,0.1685,0.4308,0.0916,1.563,7.05,10.2,55,1074,0.7111,0.01,0.5206,1
B4035574,38,False,female,BusinessServices,3,3.8954159235341037,0.0602192286155832,0.0,0.0,0.005925925925925926,0.0,0,0.3288,0.3181,0.217,1.112,10.56,27.1,277,74,0.3608,0.2417,0.1725,0
B4035686,23,False,female,indUnk,3,4.239581069218567,0.03993948484058831,0.0,0.0,0.001851851851851852,0.004632704044524555,0,0.2865,0.113,0.1381,1.358,6.45,11.4,572,426,0.3221,0.3266,0.0672,0
B4035992,13,True,female,Arts,3,4.034865509555094,0.029139748384903092,0.003887566587328573,0.0,0.0022222222222222222,0.0,1,0.2191,0.5216,0.158,1.2,1.55,8.5,190,1345,0.6091,0.1112,0.2159,1
B4036054,15,True,male,Internet,3,4.38304729758481,0.03201178685049047,0.00408997955010225,0.0,0.0025925925925925925,0.001937984496124031,1,0.2155,0.1545,0.2195,1.181,6.12,37.5,264,1271,0.5987,0.0484,0.2843,1
B4036166,16,True,male,Student,2,3.9773826802128687,0.08575229801644896,0.0,0.003205128205128205,0.0,0.0,1,0.2755,0.2238,0.0173,0.974,2.67,2.0,564,1998,0.3131,0.2622,0.1997,1
B4036407,25,False,female,indUnk,3,4.346655328798186,0.09914965986394558,0.0,0.0,0.0,0.0,0,0.2917,0.2698,0.1983,1.185,4.85,18.3,397,298,0.2235,0.1744,0.1289,0
B4036521,26,False,female,indUnk,3,5.304924242424242,0.10795454545454546,0.0,0.0,0.019294884721381998,0.0,0,0.3146,0.5124,0.1531,1.021,4.79,28.0,562,3778,0.1848,0.3072,0.1873,0
B4037456,15,True,female,indUnk,3,4.015159472610011,0.07447333989419665,0.010250675612710836,0.0,0.005138527660871256,0.01522249568130364,1,0.2734,0.3874,0.045,0.47,4.89,12.5,415,3763,0.3304,0.2336,0.3008,1
B4037965,17,True,female,Science,3,4.128591260023719,0.07235632996394996,0.001937984496124031,0.002364066193853428,0.006666666666666667,0.006666116883830887,1,0.1371,0.5308,0.263,0.829,3.8,12.1,136,355,0.243,0.2108,0.3278,1
B4040198,24,False,female,Communications-Media,3,4.325518550978674,0.05142094329210894,0.0,0.0,0.0021892090169401096,0.0,0,0.1649,0.2223,0.0364,1.41,7.45,25.7,350,3469,0.1203,0.1535,0.061,0
B4041305,16,True,female,Student,3,3.9765772128060264,0.08737557169760561,0.0020833333333333333,0.0,0.0030984094868768616,0.020133844498251275,1,0.01,0.2098,0.272,1.431,5.95,19.7,157,1347,0.3274,0.3265,0.4862,1
B4041801,15,True,male,indUnk,3,4.039935629805302,0.03314081906801821,0.0,0.0,0.0017153996101364523,0.01622309413697765,0,0.3821,0.3969,0.0654,1.434,3.89,21.9,205,686,0.4491,0.01,0.2165,1
B4041882,35,False,female,indUnk,3,4.101933821795023,0.04748741990014546,0.0023980815347721825,0.0,0.0032523957970109693,0.0,1,0.215,0.25,0.0583,0.735,4.81,18.3,286,3756,0.2053,0.1667,0.1393,0
B4042163,26,False,male,Government,3,4.254515469358137,0.01863799283154122,0.0,0.0,0.004724788754639501,0.0,0,0.2968,0.3089,0.1086,1.04,6.97,6.5,45,2800,0.2368,0.1418,0.01,0
B4042358,17,True,male,indUnk,3,4.404231526212203,0.036410806942207906,0.0,0.0,0.001568898090637221,0.0030864197530864196,0,0.2416,0.3635,0.2317,1.416,6.71,24.4,729,1334,0.5468,0.0473,0.3203,1
B4042425,26,False,male,Education,3,4.300355601147207,0.07513559053204222,0.0,0.0,0.00037037037037037035,0.0,0,0.3555,0.1509,0.0953,0.849,6.57,29.4,95,1539,0.3194,0.2428,0.1918,0
B4043041,23,False,female,indUnk,3,4.3027715295411495,0.016179938344021517,0.0,0.0,0.004814814814814814,0.003995801426560748,0,0.4869,0.2392,0.1016,1.203,5.48,14.6,201,1168,0.4056,0.4442,0.01,0
B4043283,17,True,female,Education,3,4.042739520846307,0.08094398623736072,0.0,0.0,0.0007407407407407407,0.0,0,0.1907,0.3021,0.2449,1.667,7.01,34.5,357,354,0.5321,0.2613,0.3972,1
B4043546,27,False,female,indUnk,3,4.093253910647866,0.06072915960991913,0.0,0.0,0.0033333333333333335,0.0020576131687242796,0,0.3902,0.4463,0.0553,0.493,8.3,20.9,268,4005,0.2973,0.0285,0.1688,0
B4043671,23,False,female,Education,3,3.7965713370183454,0.10542337579107586,0.0,0.0,0.0,0.0,0,0.3698,0.3058,0.1834,0.995,4.7,18.4,438,709,0.3866,0.3139,0.3165,0
B4043736,23,False,female,Arts,3,4.29023088023088,0.07365079365079365,0.0,0.0,0.005246067985794013,0.0,0,0.5268,0.3292,0.0802,1.346,5.64,4.7,99,2344,0.1807,0.4325,0.3078,0
B4044095,27,False,male,indUnk,3,4.08210894207997,0.058330075954412024,0.0,0.0,0.00228310502283105,0.0,0,0.2398,0.54,0.2009,1.141,6.59,13.1,213,1528,0.0101,0.29,0.1313,0
B4045391,17,True,male,indUnk,3,4.1269951441512065,0.0707813452660918,0.00949394652033795,0.0,0.0,0.0,1,0.1267,0.3844,0.0416,1.205,6.64,25.2,547,2881,0.345,0.387,0.0149,1
B4045474,16,True,male,Education,3,4.0153830152086085,0.05603052795099835,0.0,0.0,0.0007407407407407407,0.0,0,0.0891,0.3934,0.1227,1.724,8.18,23.3,208,428,0.5124,0.1373,0.5823,1
B4045526,16,True,male,Student,2,3.8084833708427106,0.07295573893473369,0.0,0.0,0.006666666666666667,0.010971492873218304,0,0.2001,0.35,0.2045,1.479,9.05,36.0,575,648,0.6297,0.0239,0.3099,1
B4045773,26,False,female,Communications-Media,3,4.388429976852983,0.03905822976460142,0.0,0.0,0.002592592592592593,0.0,0,0.1824,0.4255,0.0188,1.045,8.21,35.9,52,1112,0.2214,0.2173,0.353,0
B4045861,17,True,female,Education,2,3.6330025662959793,0.044225834046193326,0.002857142857142857,0.005851154833190762,0.0,0.008845166809238665,1,0.01,0.3795,0.3805,1.44,9.33,9.8,421,1265,0.6446,0.0418,0.2723,1
B4047302,15,True,female,Student,3,3.8026123401549334,0.09163571411699983,0.0,0.0,0.0007407407407407407,0.0057178228209324765,0,0.2342,0.3489,0.2424,1.144,8.3,4.3,384,1161,0.8905,0.195,0.3534,1
B4048916,15,True,female,Student,3,4.1500496086791765,0.08327805274220502,0.004219409282700422,0.0,0.011047310381377524,0.0,1,0.2766,0.5559,0.1483,1.373,8.62,10.8,291,324,0.6389,0.1465,0.1225,1
B4049634,14,True,male,Student,3,3.687956051507308,0.0337007265545259,0.005917159763313609,0.0,0.0011111111111111111,0.0,1,0.1525,0.3949,0.1071,1.323,8.18,21.2,592,1250,0.6172,0.2007,0.1435,1
B4050180,34,False,male,Technology,3,4.078294592690877,0.07669418644650842,0.005847953216374269,0.0,0.0,0.001949317738791423,1,0.2416,0.5663,0.1733,1.292,6.75,25.4,118,757,0.3613,0.119,0.1931,0
B4050670,35,False,female,indUnk,3,3.8826240295665304,0.05419779377795806,0.0,0.0,0.0022222222222222222,0.0,0,0.4352,0.3022,0.0212,1.333,0.5,16.7,409,1974,0.5127,0.0868,0.1036,0
B4051300,17,True,male,indUnk,3,3.746637280040886,0.10632495351890525,0.002506265664160401,0.0,0.013453453453453454,0.0,1,0.2596,0.2875,0.2195,1.229,2.06,23.1,682,1041,0.4367,0.01,0.3327,1
B4052856,17,True,male,Non-Profit,3,4.291235334713595,0.058891189325971934,0.0,0.0,0.0035777434328215243,0.019783758914193695,0,0.1168,0.3187,0.2366,1.445,5.33,4.9,527,1023,0.8367,0.2699,0.1956,1
B4052886,13,True,female,indUnk,3,3.4012498834168796,0.08436179309895352,0.0,0.0051813471502590676,0.0,0.04125216451310956,1,0.375,0.4039,0.0452,1.683,5.42,4.2,73,162,0.4374,0.1598,0.3006,1
B4052894,26,False,female,indUnk,3,3.884544560095852,0.07176030328783393,0.0,0.0018416206261510127,0.0007407407407407407,0.0029498525073746312,1,0.4092,0.3436,0.1844,0.907,2.28,34.6,587,185,0.3613,0.0982,0.2163,0
B4053096,17,True,male,Student,3,3.901523029170543,0.04900110934762194,0.0,0.0,0.001408450704225352,0.0,0,0.206,0.4146,0.1036,1.493,7.02,33.8,262,455,0.7645,0.102,0.1905,1
B4054452,23,False,female,Education,3,4.0396799884494,0.07159419618675832,0.008849557522123894,0.0,0.00037037037037037035,0.0,1,0.01,0.2694,0.0793,1.454,4.91,18.5,285,286,0.8503,0.0571,0.4023,0
B4054628,13,True,male,Student,3,3.878561827956989,0.07753795066413662,0.008333333333333333,0.0,0.0007927070947284977,0.0,1,0.3218,0.3178,0.2076,2.25,10.62,16.3,329,1372,0.7269,0.0496,0.3989,1
B4054828,26,False,female,indUnk,3,4.702575757575757,0.075,0.013333333333333334,0.0,0.0,0.006666666666666667,1,0.2375,0.3382,0.0155,1.437,2.43,22.6,31,3242,0.2512,0.1935,0.1347,0
B4055095,33,False,male,Government,3,4.212431708297548,0.052899056602294804,0.0,0.0,0.0007407407407407407,0.0,0,0.4067,0.4964,0.0773,0.556,6.94,13.4,551,2109,0.3015,0.2963,0.1111,0
B4055422,17,True,male,Arts,3,4.524126984126984,0.0853968253968254,0.0,0.0,0.0006265664160401002,0.0,0,0.2621,0.5519,0.01,2.031,7.62,21.3,725,599,0.543,0.0367,0.01,1
B4055491,23,False,female,indUnk,2,3.9822311172989906,0.06482770623042117,0.0,0.0,0.012777777777777779,0.011764705882352941,0,0.5211,0.3174,0.142,0.95,2.09,24.2,258,414,0.2249,0.2755,0.1587,0
B4055499,24,False,female,Student,3,4.106113502581658,0.030279406614016652,0.002044989775051125,0.002044989775051125,0.0,0.0,1,0.1815,0.3199,0.0168,1.397,8.07,24.0,322,198,0.3762,0.1627,0.3004,0
B4055676,13,True,female,indUnk,3,4.0230325531243585,0.06335100826770328,0.0,0.0,0.02038465226365485,0.009009009009009009,0,0.2542,0.4015,0.0643,1.719,6.09,24.8,580,1211,0.8544,0.01,0.4586,1
B4055698,17,True,female,indUnk,3,4.2239033149324845,0.0683472034600268,0.007246376811594203,0.0,0.004814814814814814,0.008438818565400843,1,0.0749,0.2405,0.1226,1.564,3.78,2.0,451,969,0.3897,0.0121,0.1808,1
B4056015,41,False,female,indUnk,2,3.9599227080798682,0.07024261074930223,0.0,0.0,0.0,0.0,0,0.2863,0.3357,0.1883,0.406,5.11,20.9,280,1811,0.2633,0.4504,0.271,0
B4056181,25,False,female,Non-Profit,1,4.375,0.0,0.0,0.0,0.0,0.0,0,0.2484,0.159,0.1074,0.713,0.71,10.4,522,4049,0.5375,0.1949,0.1388,0
B4057441,25,False,female,indUnk,2,4.071097560975609,0.08191637630662021,0.0,0.0,0.007222222222222223,0.0,0,0.2631,0.2127,0.1249,1.147,1.57,16.0,520,855,0.2242,0.3746,0.1434,0
B4057633,17,True,male,indUnk,3,3.9397222222222226,0.03293650793650794,0.0,0.0,0.0011299435028248588,0.020423280423280423,0,0.148,0.234,0.1546,1.164,5.43,25.6,707,1172,0.3802,0.0489,0.2495,1
B4057854,16,True,male,Student,3,4.697712418300654,0.0,0.0,0.0,0.0,0.0,0,0.2025,0.2821,0.0786,2.064,5.13,2.9,451,746,0.4067,0.1619,0.2693,1
B4058299,27,False,female,indUnk,3,4.47163724861769,0.031087764280391266,0.0,0.006472491909385113,0.002492930136064184,0.0,1,0.0317,0.1898,0.0885,0.542,3.64,12.4,512,2000,0.3076,0.2544,0.1158,0
B4058383,35,False,female,indUnk,3,3.763780505989363,0.11312965632265796,0.0,0.0,0.0035587188612099647,0.005649717514124294,0,0.4098,0.286,0.0785,1.515,8.15,23.3,722,51,0.7076,0.0839,0.2717,0
B4058677,25,False,male,Advertising,3,4.152430031841797,0.022088151499916206,0.0,0.0,0.0018187319939228506,0.01069214010390481,0,0.4313,0.3641,0.0584,1.146,4.03,35.2,95,1493,0.3169,0.3143,0.1549,0
B4058875,23,False,female,Publishing,3,4.070346320346321,0.170995670995671,0.0,0.0,0.013539134662129316,0.007575757575757576,0,0.1835,0.351,0.2007,1.696,2.69,22.3,392,274,0.4753,0.0102,0.2994,0
B4058917,24,False,male,Student,2,4.06508875739645,0.07625223613595707,0.0029585798816568047,0.0,0.0,0.0,1,0.4214,0.384,0.1781,0.773,7.47,16.7,433,1357,0.3618,0.2713,0.0234,0
B4059628,16,True,male,Student,3,4.225561147643364,0.07010518839621371,0.00408997955010225,0.0,0.004074074074074075,0.0,1,0.1143,0.3075,0.025,1.689,7.79,19.9,91,440,0.7003,0.124,0.26,1
B4060663,27,False,female,indUnk,3,4.203429341153892,0.04243963225999154,0.0021645021645021645,0.0,0.0018901660280970626,0.0,1,0.3296,0.3826,0.1804,1.366,7.28,24.2,209,2472,0.315,0.3215,0.1077,0
B4060812,17,True,female,indUnk,3,4.0096886878990015,0.0825527691048419,0.011959083495989462,0.0,0.023614167385795998,0.00516795865633075,1,0.2334,0.341,0.3045,1.218,6.93,5.7,384,273,0.7333,0.0331,0.421,1
B4061475,16,True,female,Student,3,3.9049122773693976,0.07999031283833836,0.0,0.0,0.003070654874291961,0.017550857598723574,0,0.2383,0.4827,0.2613,1.248,6.73,12.9,235,234,0.8283,0.208,0.1546,1
B4061988,14,True,female,indUnk,3,3.4977933570084048,0.04563642783935784,0.0,0.0,0.009034299888803353,0.020881049511905003,0,0.2332,0.1965,0.316,0.561,9.24,25.0,436,1129,0.5453,0.2339,0.2819,1
B4062009,16,True,male,Student,3,3.7986858171068696,0.07963284279073753,0.003703703703703704,0.0,0.0063467132053519485,0.001851851851851852,1,0.0305,0.3225,0.2043,1.791,5.07,46.4,304,398,0.5873,0.0271,0.4139,1
B4062317,15,True,male,Student,3,4.148795518207283,0.05447245564892624,0.0,0.0,0.0,0.0,0,0.2122,0.3749,0.1557,1.843,6.23,29.6,714,1296,0.01,0.2538,0.1777,1
B4062491,39,False,male,Chemicals,1,4.363636363636363,0.01818181818181818,0.0,0.0,0.0,0.012121212121212121,0,0.4351,0.3373,0.208,1.517,4.82,11.1,45,284,0.3378,0.2736,0.0589,0
B4062569,25,False,female,indUnk,3,4.211196704648799,0.062049455742281934,0.0,0.0,0.0024838549428713363,0.029850746268656716,0,0.3541,0.3306,0.1503,1.717,3.56,19.2,174,2369,0.3435,0.1282,0.0435,0
B4063176,25,False,female,Arts,3,4.144164230019494,0.04544590643274854,0.0,0.0,0.004912813180290384,0.0,0,0.2332,0.4398,0.01,1.311,3.46,13.4,171,1402,0.2816,0.1729,0.1167,0
B4063562,16,True,male,Student,3,3.5760287438139784,0.05197500734413487,0.007455991684179604,0.0,0.0,0.001851851851851852,1,0.149,0.4993,0.3338,1.678,5.29,45.7,785,875,0.2156,0.3067,0.3522,1
B4064132,17,True,female,Student,3,3.5930051479111267,0.10609348061132053,0.0,0.0,0.008586652690426275,0.0,0,0.1192,0.5486,0.3155,1.401,6.44,33.0,601,112,0.1631,0.01,0.2712,1
B4064467,24,False,male,indUnk,3,3.9583982913705604,0.09222117046375378,0.0,0.002364066193853428,0.00037037037037037035,0.0,1,0.4527,0.3171,0.1448,1.039,4.08,4.4,574,1137,0.2663,0.2271,0.1013,0
B4065032,34,False,female,Student,3,4.230817632894084,0.055880253143112985,0.0,0.0,0.00037037037037037035,0.0,0,0.3572,0.3783,0.01,1.831,7.28,32.6,621,109,0.3686,0.093,0.4041,0
B4065339,15,True,female,indUnk,3,4.107462877624168,0.06368407578084997,0.0,0.0,0.00814814814814815,0.0,0,0.0843,0.4511,0.1403,1.444,4.53,20.3,57,65,0.626,0.1547,0.3856,1
B4065885,17,True,male,Telecommunications,3,4.28789382604346,0.053511699842579925,0.010378323108384458,0.0,0.00040950040950040947,0.0,1,0.0386,0.4369,0.0562,1.668,11.27,2.0,724,783,0.5622,0.1397,0.3928,1
B4066146,23,False,female,indUnk,3,4.139026884862654,0.06441976751737126,0.0,0.0,0.001851851851851852,0.0,0,0.3056,0.1908,0.1704,1.003,3.3,8.9,272,2510,0.241,0.1902,0.2106,0
B4066493,42,False,male,Publishing,3,4.448891325536063,0.03545419889329057,0.0,0.0,0.0021202323807635935,0.0,0,0.1724,0.5762,0.1337,1.491,7.1,24.5,125,1006,0.5274,0.182,0.1996,0
B4067018,34,False,male,Science,1,5.076923076923077,0.0,0.0,0.0,0.0,0.0,0,0.2515,0.3903,0.0811,0.918,7.22,22.9,482,2280,0.3086,0.2912,0.0123,0
