blogger_id,age,is_teen,pct_active_school_hours,pct_active_evening,pct_active_late_night,weekend_weekday_session_ratio,sessions_per_day,avg_session_minutes,friend_count,account_age_days,share_short_video_views,share_news_views,night_notification_open_rate,source
S00196,14,True,0.01,0.4081,0.1663,1.334,8.4,20.3,436,610,0.8377,0.1263,0.0362,synthetic_calibrated_demo
S03799,25,False,0.3342,0.4273,0.2219,0.486,7.5,18.1,274,3635,0.457,0.1717,0.2665,synthetic_calibrated_demo
S01562,14,True,0.01,0.3627,0.0721,0.894,7.78,38.7,542,278,0.6544,0.2862,0.3529,synthetic_calibrated_demo
S01144,16,True,0.194,0.4446,0.3419,1.259,4.58,9.4,698,1328,0.2899,0.2433,0.229,synthetic_calibrated_demo
S06415,44,False,0.221,0.2655,0.0952,1.452,6.89,16.7,461,542,0.3225,0.078,0.1511,synthetic_calibrated_demo
S04006,27,False,0.2792,0.5098,0.0827,1.088,6.03,13.0,386,3421,0.2251,0.3931,0.0698,synthetic_calibrated_demo
S00432,14,True,0.2064,0.605,0.1688,1.767,5.66,41.0,135,662,0.7011,0.1454,0.2533,synthetic_calibrated_demo
S02191,15,True,0.0607,0.5709,0.01,1.392,7.99,24.0,85,1212,0.5409,0.0419,0.2975,synthetic_calibrated_demo
S05559,36,False,0.1244,0.4019,0.1019,1.164,5.19,19.2,291,1617,0.3705,0.221,0.111,synthetic_calibrated_demo
S05867,38,False,0.1984,0.5588,0.223,1.08,6.26,15.0,236,553,0.4427,0.122,0.2328,synthetic_calibrated_demo
S06486,44,False,0.1207,0.3148,0.1214,0.933,3.27,17.0,30,3578,0.1213,0.4485,0.2285,synthetic_calibrated_demo
S05285,43,False,0.01,0.4807,0.115,1.501,7.73,19.6,308,442,0.4655,0.1737,0.1397,synthetic_calibrated_demo
S04622,25,False,0.438,0.0298,0.01,1.281,8.04,2.0,441,2386,0.5709,0.0877,0.2349,synthetic_calibrated_demo
S02926,16,True,0.3956,0.1252,0.0306,1.571,5.79,33.2,588,3931,0.236,0.1236,0.2514,synthetic_calibrated_demo
S01720,15,True,0.2918,0.474,0.2164,1.155,7.21,16.7,317,654,0.34,0.1581,0.3803,synthetic_calibrated_demo
S00604,13,True,0.01,0.3924,0.168,1.178,11.06,36.9,414,631,0.6217,0.2069,0.2975,synthetic_calibrated_demo
S05518,35,False,0.3129,0.4708,0.2002,0.982,3.01,9.0,364,2772,0.1619,0.2816,0.245,synthetic_calibrated_demo
S02864,14,True,0.1427,0.5452,0.2924,0.78,4.4,33.3,173,798,0.5315,0.2053,0.3186,synthetic_calibrated_demo
S04236,23,False,0.2766,0.2755,0.0379,0.967,4.21,28.2,352,1881,0.3882,0.153,0.2746,synthetic_calibrated_demo
S06838,44,False,0.3122,0.1633,0.01,0.807,0.79,15.1,368,3573,0.1678,0.4291,0.0749,synthetic_calibrated_demo
S04461,27,False,0.2704,0.4052,0.1029,1.71,8.3,16.0,750,497,0.5463,0.1414,0.3752,synthetic_calibrated_demo
S05819,44,False,0.2475,0.3752,0.1651,0.88,6.27,2.0,98,1743,0.2603,0.1928,0.1036,synthetic_calibrated_demo
S02699,15,True,0.1973,0.656,0.1274,1.131,1.63,46.7,452,602,0.641,0.2919,0.295,synthetic_calibrated_demo
S04173,26,False,0.1691,0.4766,0.2092,0.744,7.54,5.7,720,44,0.4161,0.1935,0.3658,synthetic_calibrated_demo
S03326,13,True,0.4027,0.4562,0.1237,1.221,7.07,35.4,506,648,0.6744,0.2308,0.1861,synthetic_calibrated_demo
S06347,40,False,0.4484,0.3147,0.01,0.717,4.02,4.8,33,3718,0.4438,0.3105,0.1281,synthetic_calibrated_demo
S04454,24,False,0.3559,0.1922,0.0245,1.382,3.82,7.0,168,2875,0.1693,0.1678,0.0589,synthetic_calibrated_demo
S06213,38,False,0.2397,0.4238,0.2304,1.304,3.84,19.8,485,4365,0.2786,0.1813,0.3643,synthetic_calibrated_demo
S05921,43,False,0.3589,0.3219,0.1682,1.645,5.84,11.5,79,3327,0.3291,0.2838,0.1414,synthetic_calibrated_demo
S01499,13,True,0.0382,0.3424,0.0272,1.383,2.72,23.2,601,660,0.552,0.1818,0.3071,synthetic_calibrated_demo
S01507,14,True,0.0311,0.5532,0.0313,0.826,5.99,28.0,564,939,0.7269,0.0707,0.3911,synthetic_calibrated_demo
S00904,13,True,0.3279,0.4495,0.01,1.315,4.78,17.9,514,95,0.5676,0.0933,0.1988,synthetic_calibrated_demo
S06560,46,False,0.2981,0.2252,0.01,1.442,3.24,16.2,516,512,0.5349,0.2017,0.2103,synthetic_calibrated_demo
S06240,36,False,0.2489,0.1221,0.1344,1.07,2.77,25.1,443,511,0.5461,0.3987,0.158,synthetic_calibrated_demo
S03592,24,False,0.1952,0.4573,0.2278,1.655,8.1,27.7,252,1272,0.4706,0.0464,0.2441,synthetic_calibrated_demo
S06208,44,False,0.3171,0.3881,0.1086,0.886,6.98,25.6,48,2442,0.2899,0.263,0.1619,synthetic_calibrated_demo
S06805,41,False,0.2181,0.1725,0.245,1.004,3.67,19.4,164,4009,0.3009,0.407,0.01,synthetic_calibrated_demo
S04229,25,False,0.402,0.3808,0.2001,1.072,6.49,9.0,90,936,0.35,0.3547,0.264,synthetic_calibrated_demo
S01406,14,True,0.1041,0.4733,0.0964,1.425,7.24,33.3,783,619,0.5341,0.2695,0.1852,synthetic_calibrated_demo
S03411,15,True,0.2124,0.4314,0.1445,1.671,7.72,25.9,73,309,0.2831,0.0332,0.2722,synthetic_calibrated_demo
S01545,15,True,0.2753,0.4763,0.2294,1.176,6.91,29.7,100,113,0.4147,0.0106,0.4243,synthetic_calibrated_demo
S04094,27,False,0.3386,0.2013,0.1374,1.028,4.07,19.7,136,2053,0.5692,0.4061,0.1829,synthetic_calibrated_demo
S03128,13,True,0.026,0.4617,0.2981,1.44,3.84,10.7,333,1325,0.5868,0.1542,0.3825,synthetic_calibrated_demo
S04706,27,False,0.1257,0.476,0.1315,0.545,4.17,15.5,113,1191,0.2269,0.4674,0.2089,synthetic_calibrated_demo
S01820,13,True,0.1196,0.2973,0.1455,0.971,7.24,25.6,225,982,0.24,0.01,0.2275,synthetic_calibrated_demo
S00254,14,True,0.2094,0.4466,0.0956,1.12,10.62,30.3,397,821,0.8043,0.0808,0.3784,synthetic_calibrated_demo
S06311,38,False,0.037,0.3264,0.01,1.876,6.21,9.9,319,1119,0.4826,0.3577,0.1891,synthetic_calibrated_demo
S00221,16,True,0.4352,0.3873,0.0718,0.953,4.6,18.9,86,4206,0.2641,0.2559,0.2719,synthetic_calibrated_demo
S03745,26,False,0.2079,0.1483,0.1463,1.22,1.22,10.3,320,2301,0.3917,0.5643,0.0899,synthetic_calibrated_demo
S02087,15,True,0.2009,0.3979,0.108,1.339,5.49,34.3,124,546,0.3704,0.3433,0.1926,synthetic_calibrated_demo
S02415,17,True,0.2343,0.3939,0.1612,1.409,0.5,23.3,518,1208,0.2387,0.2136,0.254,synthetic_calibrated_demo
S04763,25,False,0.3019,0.2624,0.1544,1.462,3.02,17.3,511,2802,0.3765,0.4585,0.01,synthetic_calibrated_demo
S03244,15,True,0.3615,0.5315,0.0789,0.717,6.87,23.2,699,282,0.849,0.2516,0.1504,synthetic_calibrated_demo
S01480,14,True,0.0712,0.544,0.0833,1.253,8.6,16.7,354,1169,0.7044,0.0461,0.3112,synthetic_calibrated_demo
S05845,47,False,0.2605,0.2413,0.065,0.936,6.3,5.0,278,3809,0.3781,0.2597,0.2477,synthetic_calibrated_demo
S02698,14,True,0.4748,0.3035,0.141,1.166,1.85,16.6,315,2977,0.3947,0.3545,0.1542,synthetic_calibrated_demo
S03658,24,False,0.4113,0.3466,0.1705,0.928,2.38,11.3,466,1962,0.01,0.335,0.2272,synthetic_calibrated_demo
S05095,25,False,0.2222,0.4862,0.0611,0.993,5.76,24.3,55,725,0.5139,0.2657,0.0421,synthetic_calibrated_demo
S02263,13,True,0.01,0.3638,0.01,1.223,3.78,22.1,630,819,0.5309,0.2025,0.3175,synthetic_calibrated_demo
S05198,24,False,0.1264,0.2564,0.123,0.903,7.69,33.4,317,1326,0.5129,0.135,0.367,synthetic_calibrated_demo
S00376,14,True,0.1017,0.3671,0.1572,1.453,3.55,19.4,545,1333,0.5884,0.1672,0.1565,synthetic_calibrated_demo
S00755,13,True,0.4939,0.1591,0.1805,0.777,3.34,16.4,188,1080,0.1842,0.0792,0.2102,synthetic_calibrated_demo
S00291,15,True,0.094,0.5161,0.186,0.669,6.17,8.6,280,473,0.6088,0.1993,0.2653,synthetic_calibrated_demo
S05706,35,False,0.3086,0.2441,0.2301,0.775,5.04,21.8,575,2484,0.2458,0.195,0.0604,synthetic_calibrated_demo
S03571,25,False,0.1254,0.3646,0.0422,1.469,4.04,11.4,391,2569,0.4187,0.0639,0.2924,synthetic_calibrated_demo
S00188,16,True,0.2002,0.5471,0.2368,1.572,5.53,21.4,704,732,0.5768,0.0763,0.1163,synthetic_calibrated_demo
S01616,17,True,0.1715,0.5134,0.1563,1.005,5.48,28.5,633,1015,0.6908,0.1714,0.4749,synthetic_calibrated_demo
S03905,24,False,0.3102,0.4537,0.0397,0.994,5.7,12.2,322,2590,0.4181,0.2775,0.01,synthetic_calibrated_demo
S03303,17,True,0.1527,0.4445,0.0133,2.116,4.16,17.7,341,512,0.5219,0.1503,0.126,synthetic_calibrated_demo
S03893,27,False,0.1898,0.3087,0.2679,1.11,4.92,8.6,405,2685,0.2251,0.3538,0.1793,synthetic_calibrated_demo
S00501,15,True,0.2274,0.2269,0.2017,1.045,2.99,35.8,451,1115,0.8251,0.2665,0.2796,synthetic_calibrated_demo
S01168,16,True,0.3079,0.2948,0.0143,1.049,3.64,31.4,403,3036,0.5189,0.305,0.2621,synthetic_calibrated_demo
S02388,16,True,0.2749,0.3948,0.2344,1.819,5.2,14.2,599,685,0.7908,0.2553,0.01,synthetic_calibrated_demo
S02031,15,True,0.2043,0.3668,0.165,1.745,4.29,12.7,89,958,0.5216,0.19,0.2824,synthetic_calibrated_demo
S03038,14,True,0.1809,0.4121,0.2272,1.178,4.76,23.3,331,1247,0.6772,0.2181,0.2185,synthetic_calibrated_demo
S04084,25,False,0.3675,0.5391,0.0744,1.196,6.05,3.8,584,3893,0.4929,0.3161,0.0467,synthetic_calibrated_demo
S06475,40,False,0.3447,0.2783,0.1724,0.43,7.12,4.9,482,4168,0.1288,0.3317,0.2339,synthetic_calibrated_demo
S00672,14,True,0.1054,0.2006,0.01,1.517,5.59,30.7,204,1211,0.7379,0.0556,0.4572,synthetic_calibrated_demo
S03932,27,False,0.4888,0.4829,0.0094,0.678,8.35,34.5,529,1323,0.3392,0.2725,0.1303,synthetic_calibrated_demo
S02458,16,True,0.1496,0.4233,0.1008,1.044,6.24,11.4,745,1219,0.4835,0.2572,0.3093,synthetic_calibrated_demo
S01153,14,True,0.5077,0.2249,0.1407,1.582,8.15,24.8,146,3257,0.3606,0.4549,0.0296,synthetic_calibrated_demo
S06806,33,False,0.34,0.2288,0.0904,1.361,2.21,24.1,486,1538,0.3494,0.3155,0.1641,synthetic_calibrated_demo
S02154,17,True,0.154,0.3822,0.1825,1.801,12.13,39.9,361,1013,0.4125,0.0619,0.4226,synthetic_calibrated_demo
S05480,40,False,0.293,0.2339,0.1302,1.023,3.06,23.7,302,3617,0.4632,0.2829,0.2729,synthetic_calibrated_demo
S01782,16,True,0.1779,0.4875,0.2509,1.332,5.29,21.3,126,925,0.5906,0.0898,0.415,synthetic_calibrated_demo
S00216,15,True,0.0812,0.1669,0.1532,2.103,8.02,15.5,536,404,0.4985,0.1749,0.3857,synthetic_calibrated_demo
S05231,26,False,0.3298,0.2753,0.1863,1.088,6.34,12.2,150,2172,0.3028,0.4838,0.2275,synthetic_calibrated_demo
S00421,14,True,0.1694,0.3823,0.1354,1.577,6.5,38.9,632,460,0.7093,0.0895,0.2653,synthetic_calibrated_demo
S05599,39,False,0.4216,0.3012,0.0105,0.54,6.58,17.9,244,2361,0.4209,0.2493,0.01,synthetic_calibrated_demo
S04633,27,False,0.222,0.159,0.099,0.753,5.34,15.0,539,4372,0.6796,0.2453,0.0291,synthetic_calibrated_demo
S03666,25,False,0.462,0.1615,0.1125,1.148,4.37,13.0,213,2696,0.3427,0.3037,0.0141,synthetic_calibrated_demo
S00506,14,True,0.148,0.6283,0.1223,1.114,8.36,27.3,410,1384,0.6818,0.01,0.3766,synthetic_calibrated_demo
S03898,23,False,0.3012,0.4391,0.1485,1.231,6.47,12.5,130,1748,0.476,0.3086,0.081,synthetic_calibrated_demo
S03650,24,False,0.1976,0.1,0.0397,0.85,2.02,17.2,26,2331,0.2595,0.2316,0.211,synthetic_calibrated_demo
S05396,44,False,0.4374,0.4552,0.0909,1.274,4.74,28.6,521,2564,0.321,0.016,0.2165,synthetic_calibrated_demo
S06877,35,False,0.4475,0.3079,0.1378,1.143,1.35,27.8,591,225,0.2453,0.2438,0.2331,synthetic_calibrated_demo
S04506,27,False,0.2751,0.3692,0.1025,1.142,4.24,5.4,234,3509,0.4608,0.2329,0.3319,synthetic_calibrated_demo
S01197,15,True,0.2756,0.3127,0.3114,1.032,8.85,31.9,631,447,0.4673,0.112,0.3378,synthetic_calibrated_demo
S03620,27,False,0.4121,0.01,0.2147,1.164,4.36,20.8,165,1289,0.3659,0.3781,0.2547,synthetic_calibrated_demo
S03478,15,True,0.2036,0.5272,0.2007,1.343,6.41,32.9,313,1025,0.519,0.1796,0.2085,synthetic_calibrated_demo
S04313,23,False,0.2281,0.3746,0.1111,1.009,8.0,36.7,553,76,0.3272,0.1475,0.2587,synthetic_calibrated_demo
S06201,40,False,0.4465,0.195,0.1924,1.19,4.56,12.6,393,3599,0.2548,0.4257,0.2736,synthetic_calibrated_demo
S04376,26,False,0.1881,0.297,0.0576,0.874,5.79,22.1,167,3710,0.1815,0.3646,0.0533,synthetic_calibrated_demo
S00347,15,True,0.0625,0.5048,0.1877,1.493,7.99,18.3,359,1387,0.4404,0.2888,0.3118,synthetic_calibrated_demo
S06263,42,False,0.2317,0.4893,0.2171,1.149,8.35,16.6,57,2273,0.5873,0.3751,0.01,synthetic_calibrated_demo
S00333,17,True,0.347,0.3403,0.0756,1.503,11.99,19.9,741,618,0.5996,0.3279,0.2963,synthetic_calibrated_demo
S04198,26,False,0.0627,0.3395,0.01,1.577,4.97,11.5,578,984,0.5148,0.2408,0.0237,synthetic_calibrated_demo
S03955,25,False,0.2097,0.4146,0.0503,0.89,3.14,7.1,366,1413,0.2492,0.1824,0.0953,synthetic_calibrated_demo
S06114,43,False,0.6509,0.187,0.123,1.311,5.48,2.0,473,2153,0.3136,0.3338,0.0842,synthetic_calibrated_demo
S05386,38,False,0.4491,0.1861,0.0893,1.179,8.07,2.0,105,3192,0.2706,0.5181,0.3004,synthetic_calibrated_demo
S06550,44,False,0.4387,0.4309,0.01,1.368,3.47,10.5,290,1974,0.1867,0.195,0.1772,synthetic_calibrated_demo
S04693,25,False,0.4503,0.2254,0.0295,1.147,8.38,30.8,429,2089,0.3622,0.2536,0.1268,synthetic_calibrated_demo
S01880,14,True,0.1958,0.2541,0.0836,1.774,4.25,2.0,130,3573,0.4624,0.3439,0.1918,synthetic_calibrated_demo
S00746,15,True,0.2896,0.6017,0.022,0.986,4.6,24.0,337,971,0.4097,0.2016,0.4084,synthetic_calibrated_demo
S05013,24,False,0.1355,0.2824,0.153,1.278,4.79,8.9,322,1701,0.3834,0.4306,0.157,synthetic_calibrated_demo
S03221,13,True,0.1263,0.2571,0.2126,1.443,10.36,10.8,656,1391,0.6696,0.0311,0.2743,synthetic_calibrated_demo
S03288,14,True,0.1451,0.5454,0.2902,1.561,9.31,26.3,260,933,0.6871,0.1593,0.3573,synthetic_calibrated_demo
S01702,17,True,0.2002,0.3715,0.277,1.759,7.24,35.0,341,1384,0.5164,0.0126,0.2609,synthetic_calibrated_demo
S03689,26,False,0.1311,0.4938,0.2365,1.427,7.13,12.4,572,837,0.8405,0.2296,0.3356,synthetic_calibrated_demo
S02445,14,True,0.2805,0.1533,0.0683,1.37,3.93,22.3,674,1009,0.4596,0.1812,0.3435,synthetic_calibrated_demo
S06027,37,False,0.3055,0.3364,0.1998,1.22,4.53,22.9,160,2299,0.3513,0.1871,0.2487,synthetic_calibrated_demo
S00259,15,True,0.2126,0.3366,0.1679,1.407,9.23,34.5,175,582,0.5153,0.172,0.496,synthetic_calibrated_demo
S01511,16,True,0.1875,0.4802,0.3125,1.496,8.13,15.3,690,185,0.8365,0.1843,0.4725,synthetic_calibrated_demo
S03231,14,True,0.2047,0.2697,0.1281,1.843,7.72,52.3,399,463,0.786,0.1296,0.1787,synthetic_calibrated_demo
S01650,16,True,0.3115,0.1701,0.0594,1.285,5.83,49.0,549,1188,0.6783,0.1246,0.1128,synthetic_calibrated_demo
S02995,15,True,0.3386,0.4114,0.1966,1.73,7.31,32.0,133,835,0.6084,0.122,0.3828,synthetic_calibrated_demo
S03878,27,False,0.4644,0.3616,0.0797,1.053,7.57,10.3,73,2925,0.3264,0.1981,0.1976,synthetic_calibrated_demo
S00599,15,True,0.1869,0.3114,0.1623,1.611,4.87,16.6,172,560,0.1798,0.2307,0.2956,synthetic_calibrated_demo
S00045,16,True,0.1878,0.4391,0.3162,1.064,7.04,28.5,767,444,0.6882,0.1009,0.3582,synthetic_calibrated_demo
S05241,27,False,0.2998,0.291,0.2074,0.692,0.5,6.0,361,2241,0.1987,0.2632,0.1,synthetic_calibrated_demo
S06731,46,False,0.3641,0.075,0.01,1.533,3.48,9.0,224,3937,0.4045,0.2237,0.0409,synthetic_calibrated_demo
S06470,43,False,0.2597,0.251,0.2361,1.367,1.65,18.9,173,1418,0.3446,0.01,0.01,synthetic_calibrated_demo
S06706,43,False,0.4816,0.3132,0.01,0.946,4.85,18.5,481,2083,0.234,0.1309,0.2883,synthetic_calibrated_demo
S05007,23,False,0.4469,0.2353,0.0699,1.169,3.28,14.2,337,3670,0.0958,0.3616,0.02,synthetic_calibrated_demo
S01192,17,True,0.122,0.4921,0.1197,1.339,7.1,8.3,110,1345,0.5811,0.1031,0.2536,synthetic_calibrated_demo
S04371,24,False,0.4449,0.1472,0.196,1.443,2.05,30.3,583,286,0.3642,0.2454,0.1022,synthetic_calibrated_demo
S02574,15,True,0.4012,0.3912,0.1882,1.659,3.43,21.4,186,699,0.6648,0.1331,0.3868,synthetic_calibrated_demo
S04932,24,False,0.3717,0.2474,0.1108,0.878,7.39,3.1,68,283,0.3578,0.1449,0.1381,synthetic_calibrated_demo
S02794,13,True,0.163,0.5204,0.1202,1.403,7.7,32.0,732,940,0.4567,0.1926,0.2045,synthetic_calibrated_demo
S00426,13,True,0.256,0.501,0.01,1.368,7.75,28.9,173,1203,0.6134,0.0278,0.3406,synthetic_calibrated_demo
S01352,13,True,0.3234,0.5102,0.1074,1.049,7.64,15.1,684,553,0.4646,0.2225,0.3934,synthetic_calibrated_demo
S00805,16,True,0.2846,0.2803,0.1693,1.272,15.82,26.0,151,548,0.5896,0.01,0.3905,synthetic_calibrated_demo
S00410,17,True,0.2802,0.3751,0.0809,0.691,7.68,17.5,763,1053,0.6501,0.3376,0.2233,synthetic_calibrated_demo
S04738,24,False,0.3104,0.4998,0.0785,2.047,6.93,17.4,508,1143,0.611,0.2302,0.4427,synthetic_calibrated_demo
S03529,27,False,0.1549,0.1791,0.0241,0.483,3.58,19.3,194,3323,0.1252,0.122,0.0505,synthetic_calibrated_demo
S00438,14,True,0.1157,0.5551,0.0806,0.928,5.4,29.7,551,309,0.377,0.0981,0.397,synthetic_calibrated_demo
S02223,14,True,0.01,0.448,0.1408,1.129,11.13,36.0,484,792,0.3811,0.0546,0.2875,synthetic_calibrated_demo
S00434,13,True,0.4028,0.3462,0.2331,1.25,8.3,33.5,544,356,0.7995,0.0697,0.2381,synthetic_calibrated_demo
S04553,24,False,0.2207,0.1142,0.115,1.132,5.45,6.3,391,178,0.3986,0.4404,0.0991,synthetic_calibrated_demo
S01188,13,True,0.337,0.5392,0.1098,1.513,9.23,37.1,179,498,0.7051,0.1817,0.2106,synthetic_calibrated_demo
S01672,17,True,0.3258,0.2978,0.1262,1.233,6.8,28.5,290,1231,0.3767,0.3052,0.0694,synthetic_calibrated_demo
S03536,24,False,0.2023,0.1812,0.0807,1.158,3.7,19.8,511,2629,0.3248,0.2938,0.1325,synthetic_calibrated_demo
S02098,16,True,0.046,0.4564,0.1488,1.129,11.74,38.0,477,676,0.656,0.1767,0.4561,synthetic_calibrated_demo
S04725,23,False,0.2538,0.4392,0.2895,2.102,3.8,13.1,156,2024,0.4458,0.1786,0.2039,synthetic_calibrated_demo
S04730,25,False,0.3559,0.2609,0.1291,1.688,0.5,32.2,475,3985,0.3347,0.163,0.01,synthetic_calibrated_demo
S02298,17,True,0.3533,0.1069,0.154,0.9,6.38,11.8,475,2454,0.2143,0.3954,0.0411,synthetic_calibrated_demo
S01049,13,True,0.0704,0.4299,0.1286,1.453,8.28,13.2,561,891,0.5341,0.2519,0.3809,synthetic_calibrated_demo
S00626,17,True,0.2134,0.4293,0.0292,1.795,6.57,19.5,250,47,0.7598,0.2293,0.2368,synthetic_calibrated_demo
S05994,45,False,0.243,0.3693,0.0884,1.444,3.13,17.1,569,3113,0.2645,0.3141,0.01,synthetic_calibrated_demo
S00210,16,True,0.1154,0.2794,0.1421,1.048,10.49,37.4,264,203,0.5947,0.0856,0.01,synthetic_calibrated_demo
S02225,16,True,0.1713,0.0591,0.0914,1.233,5.62,29.1,498,710,0.5916,0.1653,0.1019,synthetic_calibrated_demo
S05961,39,False,0.3986,0.3804,0.1049,0.907,4.91,16.1,349,649,0.3267,0.3197,0.1657,synthetic_calibrated_demo
S01730,17,True,0.1036,0.2557,0.1327,1.091,6.9,9.2,770,842,0.5887,0.0938,0.4448,synthetic_calibrated_demo
S00051,15,True,0.1129,0.5117,0.0999,0.3,4.85,25.9,198,67,0.573,0.2345,0.1727,synthetic_calibrated_demo
S01109,15,True,0.3418,0.1733,0.2281,1.299,6.36,30.3,525,16,0.5828,0.1076,0.4606,synthetic_calibrated_demo
S04862,23,False,0.1317,0.3146,0.0432,1.213,4.64,12.2,295,780,0.5037,0.1135,0.3078,synthetic_calibrated_demo
S06855,33,False,0.2863,0.3857,0.1474,0.669,4.14,13.9,579,3826,0.4633,0.3576,0.1409,synthetic_calibrated_demo
S05076,23,False,0.2101,0.1975,0.0513,0.958,8.04,11.5,293,1774,0.6614,0.3289,0.2364,synthetic_calibrated_demo
S04284,23,False,0.2656,0.4403,0.0908,1.534,8.77,28.7,373,1066,0.6275,0.01,0.3677,synthetic_calibrated_demo
S06900,37,False,0.3927,0.2476,0.256,0.907,4.73,24.7,598,3388,0.3832,0.3403,0.2207,synthetic_calibrated_demo
S05516,38,False,0.407,0.2826,0.2326,1.318,5.26,13.4,426,1673,0.4088,0.3259,0.1257,synthetic_calibrated_demo
S05942,34,False,0.6412,0.1426,0.1176,1.278,4.62,19.4,364,3780,0.433,0.2208,0.1873,synthetic_calibrated_demo
S03651,24,False,0.2014,0.2809,0.1829,0.798,5.64,20.3,414,163,0.4778,0.2921,0.01,synthetic_calibrated_demo
S05893,38,False,0.3664,0.3901,0.166,0.786,3.74,15.0,356,2114,0.4843,0.2221,0.1484,synthetic_calibrated_demo
S06030,38,False,0.4976,0.3516,0.0821,1.297,6.13,14.0,75,2525,0.3272,0.4172,0.0597,synthetic_calibrated_demo
S05429,47,False,0.2733,0.4014,0.0544,0.874,4.64,24.2,245,1278,0.1829,0.1695,0.3275,synthetic_calibrated_demo
S03749,27,False,0.3283,0.4286,0.0871,1.041,5.01,2.0,554,4164,0.5262,0.405,0.1272,synthetic_calibrated_demo
S05426,45,False,0.2348,0.2813,0.1647,1.434,3.2,21.7,211,1714,0.3664,0.3224,0.2289,synthetic_calibrated_demo
S03312,17,True,0.0459,0.5401,0.1042,0.997,7.59,22.0,393,463,0.4364,0.0981,0.2796,synthetic_calibrated_demo
S06686,33,False,0.1139,0.1973,0.2359,0.83,5.0,5.2,429,669,0.3766,0.3649,0.2,synthetic_calibrated_demo
S05201,23,False,0.1981,0.4098,0.12,1.051,5.67,21.3,331,2321,0.3822,0.3087,0.1159,synthetic_calibrated_demo
S06559,47,False,0.1867,0.4781,0.1589,0.887,4.81,12.8,398,827,0.3564,0.2506,0.1105,synthetic_calibrated_demo
S03960,25,False,0.4368,0.4092,0.0784,1.21,6.68,18.8,490,3952,0.2282,0.3548,0.1288,synthetic_calibrated_demo
S00705,13,True,0.415,0.3677,0.1991,0.889,0.5,19.2,645,56,0.5575,0.1232,0.3234,synthetic_calibrated_demo
S02022,15,True,0.273,0.1361,0.0337,1.075,7.0,18.4,457,290,0.5296,0.2661,0.0264,synthetic_calibrated_demo
S06063,34,False,0.4002,0.3228,0.0657,1.03,4.42,21.3,125,126,0.4625,0.5373,0.1141,synthetic_calibrated_demo
S02942,13,True,0.2653,0.3943,0.1847,0.995,8.26,27.9,406,584,0.5124,0.01,0.2467,synthetic_calibrated_demo
S02439,16,True,0.1376,0.6645,0.1787,0.971,9.0,10.0,77,1176,0.6135,0.3043,0.3298,synthetic_calibrated_demo
S01718,17,True,0.1663,0.5537,0.09,1.084,7.43,19.1,161,650,0.4474,0.187,0.4163,synthetic_calibrated_demo
S00527,14,True,0.3359,0.5006,0.1442,1.442,11.09,21.8,522,685,0.8735,0.0484,0.0914,synthetic_calibrated_demo
S06777,36,False,0.1481,0.5534,0.2592,1.81,8.67,23.7,445,993,0.744,0.1876,0.0981,synthetic_calibrated_demo
S00565,13,True,0.1372,0.3382,0.1295,1.226,2.18,41.9,248,21,0.3868,0.1511,0.1146,synthetic_calibrated_demo
S06734,41,False,0.2444,0.5217,0.1673,0.768,7.6,17.1,579,3591,0.3164,0.0725,0.0753,synthetic_calibrated_demo
S03098,16,True,0.3192,0.6012,0.0611,0.745,4.92,34.9,114,999,0.5992,0.1487,0.2011,synthetic_calibrated_demo
S00640,16,True,0.2508,0.3617,0.1282,0.874,5.64,12.9,609,273,0.1588,0.1014,0.3383,synthetic_calibrated_demo
S04868,23,False,0.368,0.2711,0.2166,1.202,4.37,37.4,589,414,0.1441,0.4556,0.2321,synthetic_calibrated_demo
S00730,15,True,0.2057,0.4181,0.2088,1.103,7.01,24.8,386,338,0.8046,0.1264,0.3826,synthetic_calibrated_demo
S06137,44,False,0.1965,0.1994,0.1467,0.841,2.44,10.4,576,3141,0.4024,0.4485,0.2797,synthetic_calibrated_demo
S06071,44,False,0.2428,0.5406,0.1454,1.105,1.98,20.9,143,3124,0.1981,0.2658,0.0618,synthetic_calibrated_demo
S00325,13,True,0.0858,0.4049,0.2046,1.553,1.3,41.2,253,1166,0.7031,0.1246,0.1007,synthetic_calibrated_demo
S04545,23,False,0.3484,0.2604,0.01,0.973,4.86,17.5,78,2884,0.4917,0.4114,0.048,synthetic_calibrated_demo
S00290,13,True,0.0108,0.3169,0.01,0.858,8.79,18.1,573,429,0.6945,0.1091,0.3956,synthetic_calibrated_demo
S05465,37,False,0.3196,0.3855,0.0691,1.009,3.72,20.0,545,1334,0.2871,0.4529,0.1418,synthetic_calibrated_demo
S05120,25,False,0.2084,0.3957,0.1979,0.708,4.6,16.7,272,2217,0.3651,0.5643,0.101,synthetic_calibrated_demo
S01643,14,True,0.3082,0.4824,0.1913,1.036,3.96,21.6,471,945,0.5228,0.1536,0.1093,synthetic_calibrated_demo
S04121,26,False,0.5461,0.2961,0.1389,1.612,4.95,14.3,547,3312,0.26,0.3031,0.2385,synthetic_calibrated_demo
S04610,27,False,0.639,0.2001,0.1447,0.784,5.59,7.3,211,2395,0.2358,0.1674,0.2853,synthetic_calibrated_demo
S05724,44,False,0.104,0.4401,0.3411,1.142,6.82,30.3,743,587,0.9307,0.1267,0.4205,synthetic_calibrated_demo
