incident_info,description,start_dt,quadrant,longitude,latitude,incident_count
 Southbound 52 Street at 44 Avenue SE ,Traffic incident. Blocking multiple lanes in the intersection,2025-03-26 08:18:36,SE,-114.16189322622628,51.09163968696174,1
 Southbound Deerfoot Trail south of Airport Trail NE ,Traffic incident. Blocking the left lane,2025-03-26 07:36:13,NE,-114.04590231136036,51.13016677951891,1
 Eastbound Glenmore Trail at Fairmont Drive SE ,Stalled vehicle. Blocking the left lane,2025-03-26 07:23:12,SE,-114.0630135083548,50.99389318628983,1
 4 Street and 64 Avenue NW ,Traffic incident. Blocking the NB lanes and EB right lane,2025-03-26 07:17:41,NW,-114.0714279283923,51.11054654113034,1
 90 Avenue east of 52 Street SE ,Traffic incident. The road is closed EB,2025-03-26 06:09:52,SE,-113.95789528348416,50.97225364587386,1
 90 Avenue east of 52 Street SE ,Traffic incident.,2025-03-26 06:09:52,SE,-113.9527427883742,50.97215062921663,1
 McKenzie Towne Drive and Promenade Wy SE ,Traffic incident.,2025-03-26 00:29:59,SE,-113.9565452086884,50.91072263558643,1
 Abbeydale Drive and 8 Avenue NE ,Traffic incident.,2025-03-26 00:03:38,NE,-113.93503139176644,51.05964503293741,1
 Manhattan Road and Blackfoot Trail SE ,Traffic incident.,2025-03-25 21:03:38,SE,-114.04870821957886,51.01118273469704,1
 Manhattan Road and Blackfoot Trail SE ,Traffic incident. Blocking multiple lanes,2025-03-25 21:03:38,SE,-114.0486821248157,51.011166833651046,1
 1 Street and 4 Avenue SW ,There is an incident involving a pedestrian- EMS Dispatched.,2025-03-25 20:57:34,SW,-114.06523338218184,51.04939957229215,1
 Eastbound 64 Avenue and 68 Street NE ,Traffic incident. Blocking the right lane,2025-03-25 18:13:46,NE,-113.93477406301282,51.11058171856845,1
 Southbound 36 Street and 12 Avenue NE ,Traffic incident. Blocking the right lane,2025-03-25 17:41:28,NW,-113.982310994537,51.06265406334582,1
 Eastbound Memorial Drive and Zoo Road NE ,Traffic incident. Blocking multiple lanes,2025-03-25 16:43:51,NE,-114.03630893754176,51.04759333464691,1
 Eastbound Stoney Trail approaching Beddington Trail NW ,Traffic incident. Blocking the right lane,2025-03-25 15:49:01,NW,-114.12586093514928,51.15307439447397,1
 Eastbound Memorial Drive at 9 Street NE ,Stalled vehicle. Blocking the middle lane,2025-03-25 15:42:23,NE,-114.04110016056904,51.04896169272488,1
 Northbound Shawville Boulevard approaching 162 Avenue SE ,Two vehicle incident. Blocking the right lanes,2025-03-25 13:11:53,SE,-114.06568653708496,50.903684983337534,1
 Northbound Shawville Boulevard approaching 162 Avenue SE ,Two vehicle incident. All lanes have reopened,2025-03-25 13:11:53,SE,-114.06582083943644,50.90384906423311,1
 58 Avenue and Blackfoot Trail SE ,Traffic signals work in progress. CPS is directing traffic.,2025-03-25 10:04:01,SE,-114.04881814065872,51.00145708111143,1
 Eastbound Glenmore Trail east of Macleod Trail SW ,Multi-vehicle incident. Blocking the right lanes,2025-03-25 09:59:21,SW,-114.06738795841194,50.99414686484402,1
 Eastbound Glenmore Trail at Deerfoot Trail SE ,Traffic incident. The EB lanes are closed. EB traffic redirected via EB exit ramp.,2025-03-25 09:44:11,SE,-114.03923876311713,50.99416483393632,1
 Eastbound Glenmore Trail at Deerfoot Trail SE ,Traffic incident. The road has reopened EB,2025-03-25 09:44:11,SE,-114.0402348859592,50.99412008547304,1
 Eastbound Glenmore Trail at Deerfoot Trail SE ,Traffic incident. Blocking the EB lanes,2025-03-25 09:44:11,SE,-114.0392982261003,50.99406817347387,1
 69 Avenue and 4A Street SW ,Traffic incident.,2025-03-25 09:03:47,SW,-114.0739980786956,50.99143261584803,1
 Varsity Estates Drive and Varsity Estates Ri NW ,Traffic incident.,2025-03-25 08:26:17,NW,-114.1672218143768,51.09646682909454,1
 Seton Wy and Water Street SE ,Traffic incident.,2025-03-25 06:19:33,SE,-113.957082160093,50.874046815837815,1
 Westbound 80 Avenue and 52 Street NE ,Traffic incident.,2025-03-24 19:54:25,NE,-113.95841647117022,51.12524766468759,1
 Deerfoot Trail and 212 Avenue SE ,Traffic incident.,2025-03-24 19:05:58,SE,-113.96665267395996,50.86732155451051,1
 Westbound 17 Avenue and 28 Street SE ,Traffic incident.,2025-03-24 18:16:34,SE,-113.9930542404616,51.03791358579471,1
 Eastbound 130 Avenue and Douglasdale Boulevard SE ,Traffic incident.,2025-03-24 17:13:45,SE,-113.98370426736152,50.93197097720676,1
 Westbound Country Hills Boulevard and Citadel Wy NW ,There is an incident involving a pedestrian- EMS on site.,2025-03-24 16:17:22,NW,-114.19553972773092,51.14264226614211,1
 Southbound Centre Street and 16 Avenue N ,Traffic incident. Blocking the right lane,2025-03-24 16:16:09,NW,-114.0626863623096,51.06781207746615,1
 Westbound 16 Avenue and 10 Street NW ,Traffic incident. Blocking the right lane,2025-03-24 15:13:55,NW,-114.08469361282523,51.06703318130164,1
 88 Avenue and Metis Trail NE ,Traffic incident. Blocking the left lane,2025-03-24 14:25:53,NE,-113.96995369985058,51.13243739675794,1
 Southbound 36 Street and 4 Avenue NE ,Traffic incident. Blocking the two right lanes,2025-03-24 13:32:52,NE,-113.98201624757183,51.0553117617342,1
 Eastbound Kensington Road approaching Crowchild Trail NW ,Multi-vehicle incident. Blocking the EB lanes,2025-03-24 09:47:42,NW,-114.11954895800932,51.05247517467564,1
 Shawville Blvd and Shawville Road SE ,"Traffic signals work in progress. CPS directing traffic, please drive with caution.",2025-03-24 09:14:12,SE,-114.0647541317767,50.90192679950959,1
 Northbound Beddington Trail after Stoney Trail NW ,Two vehicle incident. Blocking the NB and SB left lane,2025-03-24 08:54:33,NW,-114.11832680022916,51.15758090679259,1
 68 Street at Mcknight Boulevard NE ,Traffic incident.,2025-03-23 19:19:47,NE,-113.9352397116336,51.09712888700012,1
 Kensington Road and Crowchild Trail NW ,Two vehicle incident. Blocking the EB to SB turn lane,2025-03-23 18:38:15,NW,-114.11850115076592,51.05240108755618,1
 3 Street and 1 Avenue NE ,Traffic incident.,2025-03-23 17:42:31,NE,-114.05432283319678,51.05348343027992,1
 Eastbound Country Hills Blvd at Stoney Trail NW ,Two vehicle incident. Blocking the left lane,2025-03-23 16:41:01,NW,-114.2063625121396,51.14560938543301,1
 Eastbound 16 Avenue after Deerfoot Trail NE ,Multi-vehicle incident. Blocking the right lanes,2025-03-23 14:11:55,NE,-114.01957931029082,51.0668126679503,1
 Northbound Nose Hill Drive at Crowchild Trail NW ,Multi-vehicle incident. Blocking the left lane,2025-03-23 13:39:50,NW,-114.20211824294904,51.12042656535653,1
 Westbound Memorial Drive and Deerfoot Trail NE ,Two vehicle incident. Blocking multiple lanes,2025-03-23 13:17:26,NE,-114.02227337127096,51.04796839750624,1
 100 Street and 17 Avenue SE ,Traffic incident.,2025-03-23 11:57:59,SE,-113.88866026734846,51.03783792407234,1
 Eastbound 16 Avenue and Stoney Trail NE ,Traffic incident. Blocking multiple lanes,2025-03-23 05:42:47,NE,-113.93107318104433,51.06707140917316,1
 162 Avenue Trail approaching Stoney Trail SE ,Traffic incident. Blocking the right lane,2025-03-23 05:29:43,SE,-114.13385150180164,50.90681394391484,1
 Eastbound Stoney Trail and Country Hills Boulevard NW ,Traffic incident. Blocking multiple lanes,2025-03-23 03:15:53,NW,-114.2091191884275,51.14664170825949,1
 Eastbound Stoney Trail after Sarcee Trail NW ,Multi-vehicle incident. Blocking the right lanes,2025-03-22 19:58:49,NW,-114.157180412486,51.15215678370075,1
 8 Street between 7 Avenue and 8 Avenue SW ,Two vehicle incident. Blocking the SB lanes,2025-03-22 15:26:54,SW,-114.08122210855905,51.04652030320506,1
 44 Street and 8 Avenue SE ,Traffic incident.,2025-03-22 14:11:39,SE,-113.96999650322638,51.04516322136749,1
 Eastbound Glenmore Trail approaching Deerfoot Trail SE ,Two vehicle incident. Blocking the right lane,2025-03-22 14:04:32,SE,-114.04511710859778,50.99440966194732,1
 Southbound Macleod Trail and 61 Avenue SW ,Traffic signals issue. Police are on site directing traffic,2025-03-22 11:03:09,SW,-114.07167772322305,50.99774634889705,1
 Bow Trail and 101 Street SW ,Traffic incident.,2025-03-22 02:35:16,SW,-114.23419118801966,51.05243321918845,1
 Westbound 17 Avenue and 15 Street SW ,Traffic incident.  Blocking the right lane,2025-03-22 02:14:49,SW,-114.09775288823076,51.037815287578816,1
 Northbound Stoney Trail north of 16 Avenue NE ,Traffic incident.,2025-03-22 02:11:50,NE,-113.91994157561464,51.077719617932935,1
 10 Avenue and Moraine Road NE ,Traffic incident.,2025-03-21 23:40:59,NE,-113.99864132138592,51.06170347385769,1
 Centre Street and 6 Avenue SE ,Traffic incident. Blocking multiple lanes,2025-03-21 23:35:59,SE,-114.06286708463224,51.047444973764186,1
 14 Avenue west of Macleod Trail SE ,Traffic incident.,2025-03-21 23:00:28,SE,-114.05918809699068,51.039420139154586,1
 Centre Street and 4 Street NW ,Traffic incident.,2025-03-21 22:54:34,NW,-114.0699198200204,51.11799104346806,1
 16 Avenue and Centre Street N ,Two vehicle incident. Blocking multiple lanes,2025-03-21 22:46:21,NW,-114.06245531264832,51.06692285019912,1
 Country Village Li and Country Village Road NE ,Traffic incident.,2025-03-21 21:47:38,NE,-114.06777048378072,51.16034774312461,1
 Southbound Nose Hill Drive at Scenic Acres Gate NW ,Traffic incident.  Blocking the right lane,2025-03-21 21:44:02,NW,-114.2092956776559,51.11408137279173,1
 Southbound Stoney Trail and 88 Street SE ,There is an incident involving a pedestrian- EMS on site. Stoney Trail is closed southbound between 114 Avenue and 52 Street,2025-03-21 20:59:25,SE,-113.91070711180228,50.91448475948506,1
 Westbound 9 Avenue and 1 Street SW ,Traffic incident.,2025-03-21 20:43:04,SW,-114.06556986445725,51.04468049457572,1
 Westbound 17 Avenue and 69 Street SW ,Traffic incident.,2025-03-21 19:28:18,SW,-114.1881554772242,51.03800397963717,1
 Canyon Meadows Drive and Lake Simcoe Ri SE ,Traffic incident.,2025-03-21 17:54:00,SE,-114.05896609136472,50.930486208312736,1
 Eastbound Heritage Drive and Haddon Road SW ,Single vehicle incident. Blocking the right lane,2025-03-21 17:49:06,SW,-114.07618444168624,50.97951582505007,1
 Shaganappi Trail and Varsity Drive NW ,Traffic incident.,2025-03-21 17:37:25,NW,-114.15494554608944,51.093388600956565,1
 Westbound Stoney Trail and Deerfoot Trail SE ,Traffic incident. blocking the left lane on the exit ramp,2025-03-21 17:29:00,SE,-113.96779295638898,50.90246173157965,1
 Northbound Deerfoot Trail and 24 Street SE ,Traffic incident. Blocking the right lane,2025-03-21 17:18:03,SE,-114.01570138562089,50.9518868163027,1
 Eastbound McKnight Boulevard and Deerfoot Trail SE ,Two vehicle incident. blocking multiple lanes,2025-03-21 16:51:00,SE,-114.04781392799258,51.096147553675245,1
 Westbound Anderson Road and Macleod Trail SE ,Traffic incident.,2025-03-21 15:49:51,SE,-114.07537326876464,50.95055534402691,1
 Southbound Deerfoot Trail and 212 Avenue SE ,Traffic incident.  SB Deerfoot Tr is closed after Seton Bv,2025-03-21 14:48:07,SE,-113.96294632597876,50.8661072350777,1
 Westbound Anderson Road and Deerfoot Trail SE ,Two vehicle incident. Blocking the two right lanes,2025-03-21 14:46:13,SE,-114.0692887819923,50.95057628277106,1
 Southbound Macleod Trail and 50 Avenue SW ,Traffic incident. Blocking the right lane,2025-03-21 12:43:55,SW,-114.06767601101502,51.00884790009121,1
 Cranberry Road and Cranston Avenue SE ,Traffic incident.,2025-03-21 10:51:18,SE,-113.9765316340128,50.8793057389376,1
 10 Street and Croydon Road NW ,Traffic incident.,2025-03-21 10:50:13,NW,-114.08339346056904,51.0856344958739,1
 14 Street and Berkley Gate NW ,Traffic signals are blank.,2025-03-21 10:48:08,NW,-114.09865243181976,51.12571075434376,1
 Berkshire Blvd and Berkley Drive NW ,Traffic signals are flashing red.,2025-03-21 10:46:25,NW,-114.09975004832997,51.13203805632611,1
 14 Street and MacEwan Glen Drive NW ,Traffic signals are blank.,2025-03-21 10:42:03,NW,-114.10673155698882,51.131631227042725,1
 Centre Street and Beddington Blvd NW ,Traffic signals are blank.,2025-03-21 10:36:43,NW,-114.0715248650884,51.12486569065525,1
 47 Street and 17 Avenue SE ,Traffic incident.,2025-03-21 09:46:43,SE,-113.96575812940382,51.037915518351824,1
 Southbound Blackfoot Trail and Highfield Road SE ,Traffic incident. Blocking the right lane,2025-03-21 09:34:12,SE,-114.0483839767865,51.02031279860055,1
 Eastbound 16 Avenue and 36 Street NE ,Traffic incident. Blocking the left lane,2025-03-21 08:24:27,NE,-113.98921905311566,51.06708565896752,1
 Eastbound 16 Avenue east of 36 Street NE ,Traffic incident.  Blocking the right lane,2025-03-20 21:53:43,NE,-113.9738900590161,51.06682820245816,1
 Memorial Drive and 9 Street NE ,Traffic incident.,2025-03-20 20:44:09,NE,-114.04162864039309,51.04936406565904,1
 Castleridge Drive and Castleridge Boulevard NE ,Traffic incident.,2025-03-20 20:25:52,NE,-113.96654720673656,51.1083602118126,1
 Westbound 130 Avenue and Deerfoot Trail SE ,Traffic incident. Blocking the right lane,2025-03-20 19:38:05,SE,-113.97323335739,50.93207701543835,1
 Westbound Glenmore Trail and Deerfoot Trail SE ,Traffic incident.,2025-03-20 17:33:48,SE,-114.03789457606428,50.99414379199757,1
 Eastbound 112 Avenue and Country Hills Boulevard NW ,Traffic incident. Blocking the right lanes,2025-03-20 17:06:20,NW,-114.2134838314207,51.150142549016834,1
 Southbound Deerfoot Trail and Peigan Trail SE ,Multi-vehicle incident. Blocking the left lane,2025-03-20 15:50:07,SE,-114.00830619434548,51.01174824995757,1
 Southbound Sarcee Trail and Stoney Trail NW ,Multi-vehicle incident.,2025-03-20 14:56:15,NW,-114.17034964214348,51.15180546281495,1
 20 Street and 34 Avenue SW ,Traffic incident.,2025-03-20 13:13:34,SW,-114.10944408100978,51.02319674656635,1
 36 Street and 17 Avenue SE ,There is an incident involving a pedestrian- EMS Dispatched. Blocking the right lane,2025-03-20 12:25:33,SE,-113.98155793034408,51.03776112965881,1
 Eastbound 16 Avenue at 6 Street NE ,Traffic incident. Blocking the left lanes,2025-03-20 12:04:10,NE,-114.04833149826244,51.06688279643181,1
 Falconridge Drive and Falsbridge Drive NE ,Traffic incident.,2025-03-20 11:37:41,NE,-113.95652720547557,51.09969782326198,1
 Bow Bottom Trail and Canyon Meadows Drive SE ,Traffic incident.,2025-03-20 11:03:34,SE,-114.0329967308579,50.93111475967175,1
 Southbound Macleod Trail and Southland Drive SW ,There is an incident involving a pedestrian- EMS on site. SB lanes are blocked,2025-03-19 22:40:29,SW,-114.07174165748252,50.96436625058104,1
 Macleod Trail and Southland Drive SW ,"There is an incident involving a pedestrian- EMS on site. The road is closed in all directions, please use alternate route",2025-03-19 22:40:29,SW,-114.07163803159436,50.96492961870779,1
 John Laurie Boulevard and 53 Street NW ,Traffic incident.,2025-03-19 17:40:09,NW,-114.15505560358812,51.11472700324951,1
 Peigan Trail and 36 Street SE ,Traffic incident.,2025-03-19 16:09:45,SE,-113.9773150456013,51.01495344781491,1
 Southbound Crowchild Trail approaching Glenmore Trail SE ,Traffic incident. blocking multiple lanes,2025-03-19 16:07:02,SE,-114.11803539819098,51.00472237818157,1
 Southbound Macleod Trail and Southland Drive S ,Stalled vehicle. Blocking the middle lane,2025-03-19 15:53:58,SW,-114.07174165748252,50.96436625058104,1
 Eastbound John Laurie Boulevard and 19 Street NW ,Multi-vehicle incident. The right lane is closed,2025-03-19 15:28:25,NW,-114.1072426254696,51.09282386671229,1
 Eastbound Memorial Drive and Deerfoot Trail NE ,Traffic incident. Blocking the two left lanes,2025-03-19 15:18:48,NE,-114.01917052255408,51.04774914875073,1
 24 Avenue and Upton Pl NW ,Traffic incident.,2025-03-19 10:22:21,NW,-114.13562508030977,51.0742983057065,1
 Northbound Deerfoot Trail approaching 32 AV NE ,Two vehicle incident. Blocking the right lane,2025-03-19 09:57:08,NE,-114.03803233444742,51.08663648698038,1
 Northbound Deerfoot Trail approaching 32 Avenue NE ,Two vehicle incident.  Blocking the right lane,2025-03-19 09:57:08,NE,-114.02751683178124,51.07545834405757,1
 Southland Drive and Deerfoot Trail SE ,Multi-vehicle incident. Blocking the SB to WB on ramp,2025-03-19 08:52:11,SE,-114.03612558377016,50.96675646693714,1
 Centre Street and 13 Avenue SE ,Traffic incident.,2025-03-19 08:13:57,SE,-114.06338310436946,51.0404727057957,1
 Eastbound Glenmore Trail at Fairmont Drive SE ,Traffic incident. Blocking the right lanes,2025-03-19 08:10:40,SE,-114.06380461860653,50.993849875526,1
 Legacy Village Li and 210 Avenue SE ,Traffic incident.,2025-03-18 23:32:19,SE,-114.02762698198546,50.8618234086899,1
 Westbound Anderson Road east of Acadia Drive SE ,Traffic incident. Blocking the left lane,2025-03-18 23:00:51,SE,-114.03672381092215,50.94833577048993,1
 Lucas Boulevard and 148 Avenue NW ,Traffic incident.,2025-03-18 22:26:15,NW,-114.07607926083264,51.18638334228868,1
 Country Hills Boulevard and Coventry Hills Boulevard NE ,Traffic incident.,2025-03-18 19:11:39,NE,-114.0528793128378,51.15429259330519,1
 Northbound 52 Street and Madigan Drive NE ,Multi-vehicle incident. Road is closed northbound.,2025-03-18 19:10:28,NE,-113.95850095135036,51.06218695339385,1
 96 Avenue and Country Hills Road NW ,Traffic incident.,2025-03-18 18:18:12,NW,-114.06932145510282,51.142488425295525,1
 Crowchild Trail and University Drive NW ,Traffic incident.,2025-03-18 18:12:08,NW,-114.11795804484898,51.06296698158902,1
 Southbound 1 Street approaching 25 Avenue SE ,Traffic incident.,2025-03-18 17:42:34,SE,-114.05984986048732,51.03399934461433,1
 Southbound Deerfoot Trail after Peigan Trail SE ,Stalled vehicle. Blocking the right lane,2025-03-18 17:13:37,SE,-114.0109994173992,51.01002243815942,1
 Southbound Macleod Trail and Heritage Drive S ,Stalled vehicle. Blocking the right lane,2025-03-18 17:12:34,SW,-114.07172778252908,50.97985315818556,1
 Southbound Deerfoot Trail approaching Glenmore Trail SE ,Two vehicle incident.,2025-03-18 16:05:41,SE,-114.0331677510472,50.99872589630322,1
 Southbound Stoney Trail after Trans Canada Hi SW ,Two vehicle incident. Blocking the middle lane,2025-03-18 15:20:10,SW,-114.22715115922212,51.07888361821937,1
 Northbound Blackfoot Trail and 15 Street SE ,Traffic incident.,2025-03-18 15:16:37,SE,-114.02429080510572,51.03566859609104,1
 Westbound 32 Avenue and 34 Street NE ,There is an incident involving a cyclist- EMS on site.,2025-03-18 14:52:09,NE,-113.98550973317148,51.08143154061865,1
 Northbound Metis Trail and Cityscape Boulevard NE ,Multi-vehicle incident. Blocking the right turn lane,2025-03-18 14:40:40,NE,-113.96940593310164,51.14710798999654,1
 3 Street and 5 Avenue SE ,There is an incident involving a pedestrian- EMS on site.,2025-03-18 14:37:36,SE,-114.05527857616086,51.04865585993464,1
 University Drive and 24 Avenue NW ,Traffic incident.,2025-03-18 12:39:58,NW,-114.12959625240885,51.07444664221117,1
 19 Street and Centre Avenue E ,Two vehicle incident.,2025-03-18 12:39:16,SE,-114.00836553154473,51.05244188918046,1
 Westbound 32 Avenue at 29 Street NE ,Traffic incident. Blocking the right lane,2025-03-18 11:00:58,NE,-113.99182017835014,51.08155108585583,1
 Southbound 36 Street at 8 Avenue NE ,Traffic incident. Blocking the right lanes,2025-03-18 10:44:01,NE,-113.9820140514811,51.0595078000816,1
 Northbound Deerfoot Trail b/w Memorial Drive and 16 Avenue NE ,Traffic incident.  The road is closed NB,2025-03-18 09:52:44,NE,-114.02332069462052,51.05922808657888,1
 Northbound Deerfoot Trail approaching 16 Avenue NE ,Traffic incident. The road is closed NB,2025-03-18 09:52:44,NE,-114.02334134851884,51.05916749180554,1
 Westbound 16 Avenue after 68 Street NE ,Traffic incident. Blocking the right lane,2025-03-18 08:05:19,NE,-113.94043091471153,51.06709399221767,1
 Southbound Shaganappi Trail approaching John Laurie Boulevard NW ,Multi-vehicle incident. Blocking the right lane,2025-03-18 06:55:49,NW,-114.13573202001466,51.11367164334685,1
 84 Street at Frontier Road SE ,Traffic signals issue. Crew has been dispatched,2025-03-18 05:44:41,SE,-113.91180018441524,51.00873568248982,1
 14 Street and 17 Avenue SW ,Two vehicle incident. The road has reopened. The SB right lane remains blocked.,2025-03-18 04:50:45,SW,-114.09470999821238,51.03782417576717,1
 Macleod Trail and James Mckevitt Road SW ,Traffic incident.,2025-03-18 01:22:34,SW,-114.07240423977107,50.92160730852943,1
 Southbound Deerfoot Trail and Glenmore Trail SE ,Traffic incident.,2025-03-17 20:40:06,SE,-114.03595936704323,50.99486844303085,1
 90 Avenue and Bonaventure Drive SE ,Traffic incident.,2025-03-17 20:21:51,SE,-114.06872073360717,50.97224965050607,1
 5 Street and Glenmore Trail SW ,Two vehicle incident.,2025-03-17 20:17:43,SW,-114.07638174282091,50.99483210841996,1
 32 Avenue and 36 Street NE ,Traffic incident.,2025-03-17 19:33:51,NE,-113.9817502213368,51.081447195628826,1
 Northbound Macleod Trail and Lake Fraser Gate S ,Traffic incident. Blocking the right lane,2025-03-17 18:29:43,SW,-114.06949777237648,50.93945485718707,1
 Northbound Deerfoot Trail and 32 Avenue NE ,Traffic incident.,2025-03-17 15:44:20,NE,-114.03412785077091,51.08183433019931,1
 4 Street and 35 Avenue NW ,Traffic incident.,2025-03-17 15:30:46,NW,-114.07156627358584,51.08416551035944,1
 Northbound Macleod Trail approaching 75 Avenue SE ,Multi-vehicle incident. Blocking the left lane,2025-03-17 11:18:46,SE,-114.071456126459,50.98499326047544,1
 Northbound Macleod Trail at Glenmore Trail SW ,Traffic incident. Blocking the left lane,2025-03-17 09:33:13,SE,-114.07144876580077,50.993558316255154,1
 5 Street and 15 Avenue SW ,Traffic signals work in progress. CPS directing traffic.,2025-03-17 09:18:13,SW,-114.07434671048294,51.03889501867842,1
 64 Avenue and Deerfoot Trail NE ,Two vehicle incident. Blocking the SB merge ramp,2025-03-17 09:14:39,NE,-114.04803545324783,51.11029482405204,1
 52 Street and 86 Avenue SE ,Traffic signals work in progress. CPS is directing traffic.,2025-03-17 09:08:40,SE,-113.95845335245066,50.975531812192926,1
 Northbound Ogden Road at 76 Avenue SE ,There is an incident involving a pedestrian- EMS on site. Blocking the NB right lane,2025-03-17 07:14:50,SE,-113.99878356235254,50.985046930943845,1
 Shaganappi Trail and Varsity Drive NW ,Traffic incident. Shaganappi Tr is closed between Varsity Dr and Crowchild Tr NW,2025-03-16 23:37:11,NW,-114.15494554608944,51.093388600956565,1
 Park Road and Macleod Trail SE ,There is an incident involving a pedestrian- EMS on site.,2025-03-16 21:50:10,SE,-114.0588102739244,51.03618555003031,1
 85 Street and Aspen Stone Boulevard SW ,Traffic incident.,2025-03-16 18:32:26,SW,-114.2113747937881,51.04109164752779,1
 194 Avenue and Chaparral Boulevard SE ,Traffic incident.,2025-03-16 12:38:18,SE,-114.02458457484084,50.877699447394896,1
 39 Avenue and 42 Avenue SE ,Two vehicle incident. Blocking the EB left lanes,2025-03-16 09:16:45,SE,-114.05756697841512,51.01593187370711,1
 Glenmore Drive and Elbow Drive SE ,Traffic incident.,2025-03-16 03:43:49,NW,-114.08391601451476,50.99462772566745,1
 Southbound 52 Street and Prestwick Gate SE ,Traffic incident.,2025-03-16 02:19:55,SE,-113.95871682323612,50.92552012828805,1
 Northbound Barlow Trail and 114 Avenue SE ,Traffic incident.,2025-03-16 01:29:58,SE,-113.98211079295172,50.95052947963602,1
 Northbound Deerfoot Trail and 17 Avenue SE ,Traffic incident.,2025-03-15 23:32:37,SE,-114.0069155782718,51.0401438526472,1
 Southbound Deerfoot Trail and 130 Avenue SE ,Traffic incident.,2025-03-15 22:23:04,NW,-113.9757326934626,50.93655893883422,1
 Eastbound Stoney Trail appraoching Harvest Hills Blvd NE ,Traffic incident. Blocking the left lane,2025-03-15 16:50:07,NE,-114.07749648126236,51.17381406669611,1
 14 Avenue and 19 Street NE ,Traffic incident.,2025-03-15 14:51:58,NE,-114.0133821354335,51.0653894832612,1
 36 Street and 44 Avenue NE ,Traffic incident. Blocking the right lane,2025-03-15 14:39:59,NE,-113.9818028493866,51.09099531103925,1
 Canyon Meadows Drive and Macleod Trail S ,Traffic incident.,2025-03-15 13:53:59,SE,-114.06988706274322,50.93157704220717,1
 Country Hills Boulevard and Superstore Entrance NW ,Traffic signals issue. Crew has been dispatched,2025-03-15 12:28:00,NW,-114.16000837934952,51.138709295232616,1
 144 Avenue and Symons Valley Road NW ,Traffic signals issue. Crew has been dispatched,2025-03-15 11:30:30,NW,-114.13497799337898,51.18321993655643,1
 Macleod Trail and 7 Avenue SE ,"Traffic signals are flashing red.  Crew has been dispatched, please drive with caution",2025-03-15 11:01:43,SE,-114.05804419605784,51.0463458667514,1
 Macleod Trail and 50 Avenue SW ,"Traffic signals work in progress. CPS directing traffic, please drive with caution.",2025-03-15 06:54:40,SW,-114.067897688979,51.00871867810505,1
 Macleod Trail and 12 Avenue SE ,Two vehicle incident. Blocking the NB right lanes and EB lanes,2025-03-15 05:38:06,SE,-114.0584044876434,51.0412866237593,1
 Eastbound 10 Avenue and 5 Street SW ,Traffic incident.,2025-03-15 02:19:36,SW,-114.07401204340309,51.04363075641455,1
 Southbound 6 Street and Stoney Trail SW ,Two vehicle incident.,2025-03-14 22:11:03,SW,-114.07155941570564,50.89296262118118,1
 Eastbound 16 Avenue and 19 Street NE ,Single vehicle incident. Blocking the right lane,2025-03-14 21:45:59,NE,-114.01300947509088,51.06689143450376,1
 Northbound Deerfoot Trail approaching McKnight Blvd NE ,Multi-vehicle incident. Blocking multiple lanes,2025-03-14 17:43:41,NE,-114.03925030876596,51.09306360408983,1
 Westbound 16 Avenue and University Blvd NW ,Traffic incident.,2025-03-14 17:35:43,NW,-114.1427588133367,51.06757783352849,1
 9 Street and 65 Avenue NE ,Traffic incident.,2025-03-14 15:13:59,NE,-114.04146194148204,51.11214120270161,1
 Kensington Road and 14 Street NW ,Traffic incident.,2025-03-14 14:27:54,NW,-114.09469617545172,51.05251656024045,1
 Chaparral Boulevard and Chaparral Ridge Drive SE ,Traffic incident.,2025-03-14 12:41:22,SE,-114.02463053186618,50.88589974278604,1
 52 Street and Temple Drive NE ,Traffic incident. Blocking the SB right lane and EB lane,2025-03-14 11:09:29,NE,-113.95850044372617,51.0858878166976,1
 Springborough Blvd and 69 Street SW ,Two vehicle incident. Blocking the NB right lane,2025-03-14 08:37:15,SW,-114.18745245991794,51.035159671859056,1
 36 Street and 17 Avenue SE ,Traffic incident.,2025-03-14 05:03:01,SE,-113.9816834099847,51.0377485637501,1
 Crowchild Trail and 24 Street SW ,Traffic incident.,2025-03-14 03:23:17,SW,-114.11795693908644,51.03490643788444,1
 16 Avenue at 8 Street NW ,Two vehicle incident. Blocking multiple lanes,2025-03-14 00:06:34,NW,-114.08137320544007,51.066988074169466,1
 Westbound 17 Avenue and 8 Street SW ,Traffic incident. Blocking the right lane,2025-03-13 23:14:21,SW,-114.08179134402856,51.03781478246516,1
 Westbound Mcknight Boulevard and 19 Street NE ,Two vehicle incident. Blocking the left lane,2025-03-13 21:59:15,NE,-114.01085503957044,51.09289025469477,1
 Westbound 16 Avenue approaching Deerfoot Trail NE ,Traffic incident. Blocking the WB lanes,2025-03-13 21:25:15,NE,-114.020482555794,51.06708094558309,1
 37 Street at 23 Avenue SW ,Traffic incident. Blocking the SB right lane,2025-03-13 20:18:25,SW,-114.14137821269814,51.03270367256192,1
 Northbound 52 Street approaching McKnight Boulevard NE ,Traffic incident. Blocking the left lane,2025-03-13 19:33:34,NE,-113.95822835638732,51.094804656427904,1
 112 Avenue and 76 Street NW ,Traffic incident.,2025-03-13 19:05:42,NW,-114.19657855354146,51.15425623588927,1
